,p0_is_free,p1_is_free,p2_is_free,stack_size
9787,False,False,False,5986
9788,False,False,False,5987
9789,False,False,False,5988
9790,True,False,False,5989
9791,True,False,False,5990
9792,False,False,False,5990
9793,True,False,False,5991
9794,True,False,True,5992
9795,True,False,False,5992
9796,True,True,False,5993
9797,True,False,False,5993
9798,True,False,False,5994
9799,True,False,False,5995
9800,True,True,False,5996
9801,True,False,True,5996
9802,True,False,False,5996
9803,True,False,False,5997
9804,True,False,True,5998
9805,False,False,False,5997
9806,True,False,False,5998
9807,True,True,False,5999
9808,False,True,True,5999
9809,False,True,False,5999
9810,False,True,False,6000
9811,False,False,False,6000
9812,False,False,True,6001
9813,False,False,True,6002
9814,True,False,True,6003
9815,False,False,False,6002
9816,False,False,True,6003
9817,False,False,True,6004
9818,False,True,False,6004
9819,False,True,False,6005
9820,False,False,False,6005
9821,True,True,True,6006
9822,True,False,False,6005
9823,True,False,False,6006
9824,True,False,False,6007
9825,True,False,False,6008
9826,True,False,True,6009
9827,True,True,False,6009
9828,True,False,False,6009
9829,False,False,False,6009
9830,False,False,False,6010
9831,False,False,False,6011
9832,False,False,False,6012
9833,False,False,False,6013
9834,False,False,False,6014
9835,False,False,True,6015
9836,False,False,True,6016
9837,False,True,True,6017
9838,True,False,True,6017
9839,False,False,False,6016
9840,False,False,False,6017
9841,False,True,False,6018
9842,False,False,True,6018
9843,False,False,False,6018
9844,False,False,False,6019
9845,False,False,False,6020
9846,True,False,False,6021
9847,True,False,True,6022
9848,True,False,True,6023
9849,True,False,False,6023
9850,False,True,False,6023
9851,False,True,True,6024
9852,False,True,False,6024
9853,True,True,True,6025
9854,False,True,True,6025
9855,False,True,False,6025
9856,True,False,False,6025
9857,True,False,False,6026
9858,True,False,False,6027
9859,True,False,False,6028
9860,True,False,False,6029
9861,False,False,True,6029
9862,False,False,True,6030
9863,False,False,False,6030
9864,False,True,False,6031
9865,False,False,False,6031
9866,False,False,False,6032
9867,False,False,False,6033
9868,False,False,False,6034
9869,True,False,False,6035
9870,True,False,False,6036
9871,True,False,True,6037
9872,True,True,False,6037
9873,True,False,False,6037
9874,False,False,False,6037
9875,False,False,True,6038
9876,True,False,False,6038
9877,True,False,False,6039
9878,True,False,False,6040
9879,True,False,False,6041
9880,True,False,False,6042
9881,False,False,False,6042
9882,False,True,False,6043
9883,True,True,False,6044
9884,True,True,False,6045
9885,False,True,True,6045
9886,False,True,True,6046
9887,False,True,False,6046
9888,False,False,False,6046
9889,False,False,False,6047
9890,True,False,False,6048
9891,True,True,False,6049
9892,False,False,False,6048
9893,False,False,False,6049
9894,False,False,False,6050
9895,True,False,True,6051
9896,True,False,False,6051
9897,False,False,False,6051
9898,False,False,False,6052
9899,False,False,False,6053
9900,False,False,False,6054
9901,True,True,False,6055
9902,True,False,False,6055
9903,True,False,False,6056
9904,True,False,False,6057
9905,False,False,True,6057
9906,False,True,True,6058
9907,False,False,True,6058
9908,False,False,False,6058
9909,False,False,False,6059
9910,True,False,False,6060
9911,False,False,False,6060
9912,False,False,False,6061
9913,False,False,False,6062
9914,True,True,False,6063
9915,True,True,True,6064
9916,True,True,False,6064
9917,True,False,False,6064
9918,False,True,False,6064
9919,False,True,False,6065
9920,True,True,False,6066
9921,True,True,False,6067
9922,True,False,False,6067
9923,True,False,True,6068
9924,True,False,False,6068
9925,True,False,False,6069
9926,True,False,False,6070
9927,False,False,False,6070
9928,False,False,True,6071
9929,True,False,True,6072
9930,True,True,True,6073
9931,True,False,True,6073
9932,True,False,True,6074
9933,True,False,True,6075
9934,True,False,True,6076
9935,True,False,False,6076
9936,False,False,False,6076
9937,False,True,True,6077
9938,False,False,False,6076
9939,True,False,False,6077
9940,False,False,True,6077
9941,False,True,True,6078
9942,False,True,True,6079
9943,False,True,True,6080
9944,False,True,False,6080
9945,False,True,False,6081
9946,False,True,False,6082
9947,True,False,False,6082
9948,True,False,False,6083
9949,False,False,False,6083
9950,False,False,False,6084
9951,False,True,False,6085
9952,False,False,False,6085
9953,False,False,True,6086
9954,False,False,True,6087
9955,False,False,True,6088
9956,False,False,True,6089
9957,True,True,True,6090
9958,True,False,True,6090
9959,False,False,True,6090
9960,False,False,True,6091
9961,False,False,True,6092
9962,False,False,True,6093
9963,False,True,True,6094
9964,False,True,False,6094
9965,False,True,False,6095
9966,True,True,False,6096
9967,True,False,False,6096
9968,False,False,True,6096
9969,False,False,True,6097
9970,False,False,True,6098
9971,False,True,True,6099
9972,True,False,True,6099
9973,True,False,False,6099
9974,False,False,False,6099
9975,False,False,False,6100
9976,False,False,False,6101
9977,False,False,True,6102
9978,False,True,False,6102
9979,False,True,False,6103
9980,False,False,False,6103
9981,False,False,False,6104
9982,True,False,False,6105
9983,False,False,False,6105
9984,False,False,False,6106
9985,False,False,False,6107
9986,False,True,False,6108
9987,False,True,True,6109
9988,False,True,True,6110
9989,False,False,True,6110
9990,True,False,True,6111
9991,False,False,True,6111
9992,False,False,True,6112
9993,False,False,False,6112
9994,False,True,False,6113
9995,False,True,False,6114
9996,False,False,False,6114
9997,False,False,False,6115
9998,True,False,True,6116
9999,True,False,True,6117
10000,True,False,True,6117
10001,True,False,True,6117
10002,True,False,True,6117
10003,True,False,True,6117
10004,True,False,True,6117
10005,True,True,True,6117
10006,True,False,True,6116
10007,True,False,False,6115
10008,True,False,False,6115
10009,True,False,True,6115
10010,True,False,False,6114
10011,True,False,False,6114
10012,True,False,True,6114
10013,True,False,False,6113
10014,True,False,False,6113
10015,True,True,False,6113
10016,True,True,True,6113
10017,True,True,False,6112
10018,False,True,False,6111
10019,False,False,False,6110
10020,True,False,False,6110
10021,False,True,True,6109
10022,False,True,True,6109
10023,False,True,True,6109
10024,False,True,True,6109
10025,True,True,True,6109
10026,False,True,True,6108
10027,False,False,True,6107
10028,False,True,False,6106
10029,False,True,False,6106
10030,False,True,False,6106
10031,False,True,False,6106
10032,False,True,False,6106
10033,False,True,False,6106
10034,False,True,True,6106
10035,True,True,False,6105
10036,True,True,False,6105
10037,True,True,False,6105
10038,True,True,True,6105
10039,True,True,False,6104
10040,True,False,False,6103
10041,False,False,False,6102
10042,False,False,True,6102
10043,False,False,True,6102
10044,False,False,True,6102
10045,False,False,True,6102
10046,False,False,True,6102
10047,False,True,True,6102
10048,True,False,True,6101
10049,False,False,True,6100
10050,False,False,False,6099
10051,False,False,False,6099
10052,True,False,False,6099
10053,True,True,False,6099
10054,True,False,False,6098
10055,False,False,False,6097
10056,False,False,True,6097
10057,False,False,True,6097
10058,False,False,True,6097
10059,False,False,True,6097
10060,False,False,True,6097
10061,False,False,True,6097
10062,False,False,True,6097
10063,True,True,True,6097
10064,True,False,True,6096
10065,True,False,False,6095
10066,False,False,False,6094
10067,False,True,False,6094
10068,False,True,False,6094
10069,False,True,True,6094
10070,True,True,True,6094
10071,False,True,True,6093
10072,False,True,True,6093
10073,False,True,True,6093
10074,False,True,True,6093
10075,False,True,True,6093
10076,True,True,True,6093
10077,False,True,True,6092
10078,False,True,True,6092
10079,False,True,True,6092
10080,False,True,True,6092
10081,False,True,True,6092
10082,False,True,True,6092
10083,True,True,True,6092
10084,False,True,True,6091
10085,True,False,True,6090
10086,True,False,True,6090
10087,True,False,True,6090
10088,True,False,True,6090
10089,True,False,True,6090
10090,True,False,True,6090
10091,True,True,True,6090
10092,True,False,True,6089
10093,False,False,True,6088
10094,True,False,True,6088
10095,False,False,True,6087
10096,True,False,True,6087
10097,False,False,True,6086
10098,False,False,True,6086
10099,False,False,True,6086
10100,False,False,True,6086
10101,False,True,True,6086
10102,True,True,True,6086
10103,False,True,True,6085
10104,False,False,True,6084
10105,False,False,False,6083
10106,False,False,False,6083
10107,False,True,False,6083
10108,False,False,False,6082
10109,True,False,False,6082
10110,False,False,False,6081
10111,False,False,False,6081
10112,False,True,True,6081
10113,False,True,False,6080
10114,False,True,False,6080
10115,False,True,False,6080
10116,False,True,False,6080
10117,False,True,False,6080
10118,True,True,False,6080
10119,False,True,False,6079
10120,False,True,True,6079
10121,True,True,True,6079
10122,False,True,True,6078
10123,False,True,True,6078
10124,False,True,True,6078
10125,True,True,True,6078
10126,False,True,True,6077
10127,True,False,True,6076
10128,True,False,True,6076
10129,True,False,True,6076
10130,True,True,True,6076
10131,True,False,True,6075
10132,True,False,True,6075
10133,True,False,True,6075
10134,True,False,True,6075
10135,True,False,True,6075
10136,True,False,True,6075
10137,True,True,True,6075
10138,True,False,True,6074
10139,True,True,True,6074
10140,True,False,True,6073
10141,True,False,True,6073
10142,True,False,True,6073
10143,True,False,True,6073
10144,True,False,True,6073
10145,True,True,True,6073
10146,True,False,True,6072
10147,False,False,True,6071
10148,False,False,True,6071
10149,True,True,True,6071
10150,False,True,True,6070
10151,False,False,True,6069
10152,True,False,True,6069
10153,True,False,True,6069
10154,True,False,True,6069
10155,True,True,True,6069
10156,True,False,True,6068
10157,True,False,True,6068
10158,True,False,True,6068
10159,True,False,True,6068
10160,True,False,True,6068
10161,True,True,True,6068
10162,True,False,True,6067
10163,True,False,False,6066
10164,True,True,False,6066
10165,True,True,False,6066
10166,True,True,True,6066
10167,True,True,False,6065
10168,True,True,False,6065
10169,True,True,False,6065
10170,True,True,False,6065
10171,True,True,False,6065
10172,True,True,False,6065
10173,True,True,True,6065
10174,True,True,False,6064
10175,True,True,True,6064
10176,True,True,False,6063
10177,True,True,False,6063
10178,True,True,True,6063
10179,True,True,False,6062
10180,False,True,False,6061
10181,False,True,False,6061
10182,True,True,True,6061
10183,True,True,False,6060
10184,True,False,False,6059
10185,True,False,True,6059
10186,True,False,True,6059
10187,True,False,True,6059
10188,True,False,True,6059
10189,True,True,True,6059
10190,True,False,True,6058
10191,True,False,True,6058
10192,True,False,True,6058
10193,True,False,True,6058
10194,True,False,True,6058
10195,True,True,True,6058
10196,True,False,True,6057
10197,True,False,False,6056
10198,True,False,False,6056
10199,True,False,False,6056
10200,True,False,False,6056
10201,True,False,False,6056
10202,True,False,False,6056
10203,True,True,False,6056
10204,True,False,False,6055
10205,True,False,True,6055
10206,True,False,False,6054
10207,True,False,False,6054
10208,True,False,False,6054
10209,True,False,True,6054
10210,True,False,True,6054
10211,True,False,True,6054
10212,True,False,True,6054
10213,True,True,True,6054
10214,True,False,True,6053
10215,False,False,True,6052
10216,False,True,True,6052
10217,False,False,True,6051
10218,False,False,True,6051
10219,False,True,True,6051
10220,False,False,True,6050
10221,True,False,True,6050
10222,True,False,True,6050
10223,True,False,True,6050
10224,True,False,True,6050
10225,True,False,True,6050
10226,True,False,True,6050
10227,True,True,True,6050
10228,True,False,True,6049
10229,True,False,True,6049
10230,True,True,True,6049
10231,True,False,True,6048
10232,True,True,False,6047
10233,True,False,False,6046
10234,False,False,False,6045
10235,True,False,False,6045
10236,True,False,False,6045
10237,True,False,False,6045
10238,True,True,True,6045
10239,True,True,False,6044
10240,True,True,False,6044
10241,True,True,False,6044
10242,True,True,True,6044
10243,True,True,False,6043
10244,True,True,False,6043
10245,True,True,False,6043
10246,True,True,False,6043
10247,True,True,True,6043
10248,True,True,False,6042
10249,True,False,False,6041
10250,True,False,False,6041
10251,True,False,True,6041
10252,True,False,False,6040
10253,True,False,False,6040
10254,True,True,False,6040
10255,True,False,False,6039
10256,True,False,False,6039
10257,True,False,False,6039
10258,True,False,False,6039
10259,True,False,False,6039
10260,True,True,True,6039
10261,True,False,True,6038
10262,False,False,True,6037
10263,False,False,False,6036
10264,False,False,False,6036
10265,False,False,False,6036
10266,False,False,False,6036
10267,False,True,True,6036
10268,False,True,False,6035
10269,False,True,False,6035
10270,True,True,False,6035
10271,True,True,False,6035
10272,True,True,False,6035
10273,True,True,False,6035
10274,True,True,False,6035
10275,True,True,True,6035
10276,True,True,False,6034
10277,True,True,False,6034
10278,True,True,False,6034
10279,True,True,False,6034
10280,True,True,False,6034
10281,True,True,False,6034
10282,True,True,False,6034
10283,True,True,False,6034
10284,True,True,False,6034
10285,True,True,True,6034
10286,True,True,False,6033
10287,True,False,False,6032
10288,True,True,False,6032
10289,True,True,False,6032
10290,True,True,False,6032
10291,True,True,False,6032
10292,True,True,False,6032
10293,True,True,True,6032
10294,True,True,False,6031
10295,False,True,False,6030
10296,False,False,False,6029
10297,False,False,False,6029
10298,False,False,True,6029
10299,False,False,True,6029
10300,False,False,True,6029
10301,False,False,True,6029
10302,True,False,True,6029
10303,True,False,True,6029
10304,True,False,True,6029
10305,True,True,True,6029
10306,True,False,True,6028
10307,True,False,True,6028
10308,True,False,True,6028
10309,True,False,True,6028
10310,True,False,True,6028
10311,True,False,True,6028
10312,True,False,True,6028
10313,True,False,True,6028
10314,True,False,True,6028
10315,True,True,True,6028
10316,True,False,True,6027
10317,True,False,True,6027
10318,True,False,True,6027
10319,True,False,True,6027
10320,True,True,True,6027
10321,True,False,True,6026
10322,True,False,True,6026
10323,True,False,True,6026
10324,True,False,True,6026
10325,True,False,True,6026
10326,True,True,True,6026
10327,True,False,True,6025
10328,False,False,True,6024
10329,False,False,False,6023
10330,False,False,False,6023
10331,False,False,False,6023
10332,False,False,False,6023
10333,False,False,False,6023
10334,False,False,False,6023
10335,False,False,False,6023
10336,False,True,True,6023
10337,True,False,True,6022
10338,True,False,False,6021
10339,False,False,False,6020
10340,False,False,False,6020
10341,False,False,True,6020
10342,False,False,False,6019
10343,False,True,False,6019
10344,False,False,True,6018
10345,False,False,True,6018
10346,False,True,True,6018
10347,False,True,True,6018
10348,True,True,True,6018
10349,False,True,True,6017
10350,True,False,True,6016
10351,True,False,True,6016
10352,True,True,True,6016
10353,True,False,True,6015
10354,True,False,False,6014
10355,True,False,False,6014
10356,True,False,True,6014
10357,True,False,True,6014
10358,True,False,True,6014
10359,True,False,True,6014
10360,True,False,True,6014
10361,True,True,True,6014
10362,True,False,True,6013
10363,True,False,False,6012
10364,False,False,False,6011
10365,False,False,False,6011
10366,False,False,False,6011
10367,False,False,False,6011
10368,False,False,True,6011
10369,False,True,True,6011
10370,False,False,True,6010
10371,True,False,True,6010
10372,True,False,True,6010
10373,True,False,True,6010
10374,True,False,True,6010
10375,True,True,True,6010
10376,True,False,True,6009
10377,True,False,False,6008
10378,True,False,False,6008
10379,True,False,True,6008
10380,True,False,False,6007
10381,True,False,True,6007
10382,True,True,False,6006
10383,True,True,False,6006
10384,True,True,False,6006
10385,True,True,False,6006
10386,True,True,True,6006
10387,True,True,False,6005
10388,True,True,False,6005
10389,True,True,False,6005
10390,True,True,False,6005
10391,True,True,False,6005
10392,True,True,True,6005
10393,True,True,False,6004
10394,True,False,False,6003
10395,False,False,False,6002
10396,False,False,True,6002
10397,True,False,True,6002
10398,True,False,True,6002
10399,True,False,True,6002
10400,True,False,True,6002
10401,True,False,True,6002
10402,True,True,True,6002
10403,True,False,True,6001
10404,True,False,True,6001
10405,True,False,True,6001
10406,True,False,True,6001
10407,True,True,True,6001
10408,True,False,True,6000
10409,True,False,False,5999
10410,True,False,True,5999
10411,True,False,False,5998
10412,False,False,False,5997
10413,False,False,False,5997
10414,True,False,False,5997
10415,True,True,True,5997
10416,True,True,False,5996
10417,True,True,True,5996
10418,True,True,False,5995
10419,True,True,False,5995
10420,True,True,False,5995
10421,True,True,True,5995
10422,True,True,False,5994
10423,True,False,True,5993
10424,True,False,True,5993
10425,True,False,True,5993
10426,True,False,True,5993
10427,True,False,True,5993
10428,True,False,True,5993
10429,True,True,True,5993
10430,True,False,True,5992
10431,True,False,True,5992
10432,True,False,True,5992
10433,True,False,True,5992
10434,True,False,True,5992
10435,True,False,True,5992
10436,True,False,True,5992
10437,True,True,True,5992
10438,True,False,True,5991
10439,True,False,True,5991
10440,True,False,True,5991
10441,True,False,True,5991
10442,True,False,True,5991
10443,True,True,True,5991
10444,True,False,True,5990
10445,True,False,True,5990
10446,True,False,True,5990
10447,True,False,True,5990
10448,True,False,True,5990
10449,True,False,True,5990
10450,True,False,True,5990
10451,True,True,True,5990
10452,True,False,True,5989
10453,False,False,True,5988
10454,False,False,True,5988
10455,False,False,True,5988
10456,False,False,True,5988
10457,True,False,True,5988
10458,True,True,True,5988
10459,True,False,True,5987
10460,True,False,True,5987
10461,True,False,True,5987
10462,True,False,True,5987
10463,True,False,True,5987
10464,True,False,True,5987
10465,True,False,True,5987
10466,True,False,True,5987
10467,True,True,True,5987
10468,True,False,True,5986
10469,True,False,True,5986
10470,True,False,True,5986
10471,True,True,True,5986
10472,True,False,True,5985
10473,False,False,True,5984
10474,True,True,False,5983
10475,True,True,False,5983
10476,True,True,False,5983
10477,True,True,False,5983
10478,True,True,False,5983
10479,True,True,False,5983
10480,True,True,False,5983
10481,True,True,True,5983
10482,True,True,False,5982
10483,False,True,False,5981
10484,False,True,False,5981
10485,False,True,False,5981
10486,False,True,True,5981
10487,False,True,True,5981
10488,False,True,True,5981
10489,True,True,True,5981
10490,False,True,True,5980
10491,False,True,True,5980
10492,False,True,True,5980
10493,False,True,True,5980
10494,False,True,True,5980
10495,False,True,True,5980
10496,False,True,True,5980
10497,False,True,True,5980
10498,True,True,True,5980
10499,False,True,True,5979
10500,False,True,False,5978
10501,False,True,False,5978
10502,False,True,False,5978
10503,False,True,False,5978
10504,False,True,False,5978
10505,False,True,True,5978
10506,True,True,False,5977
10507,False,True,True,5976
10508,False,True,True,5976
10509,False,True,True,5976
10510,False,True,True,5976
10511,False,True,True,5976
10512,True,True,True,5976
10513,False,True,True,5975
10514,False,True,True,5975
10515,False,True,True,5975
10516,False,True,True,5975
10517,False,True,True,5975
10518,False,True,True,5975
10519,False,True,True,5975
10520,False,True,True,5975
10521,False,True,True,5975
10522,True,True,True,5975
10523,False,True,True,5974
10524,False,True,False,5973
10525,False,True,False,5973
10526,False,True,False,5973
10527,False,True,False,5973
10528,False,True,False,5973
10529,False,True,False,5973
10530,False,True,False,5973
10531,True,True,True,5973
10532,True,True,False,5972
10533,True,False,False,5971
10534,True,False,False,5971
10535,True,False,False,5971
10536,True,False,True,5971
10537,True,False,True,5971
10538,True,False,True,5971
10539,True,False,True,5971
10540,True,False,True,5971
10541,True,False,True,5971
10542,True,True,True,5971
10543,True,False,True,5970
10544,False,True,True,5969
10545,False,True,True,5969
10546,False,True,True,5969
10547,False,True,True,5969
10548,False,True,True,5969
10549,False,True,True,5969
10550,False,True,True,5969
10551,True,True,True,5969
10552,False,True,True,5968
10553,False,True,True,5968
10554,False,True,True,5968
10555,False,True,True,5968
10556,True,True,True,5968
10557,False,True,True,5967
10558,False,True,True,5967
10559,True,True,True,5967
10560,False,True,True,5966
10561,False,False,True,5965
10562,False,False,True,5965
10563,False,False,True,5965
10564,False,True,True,5965
10565,False,False,True,5964
10566,True,False,False,5963
10567,True,False,False,5963
10568,True,False,False,5963
10569,True,False,False,5963
10570,True,True,False,5963
10571,True,True,False,5963
10572,True,True,True,5963
10573,True,True,False,5962
10574,True,False,False,5961
10575,True,False,False,5961
10576,True,False,False,5961
10577,True,False,False,5961
10578,True,False,False,5961
10579,True,True,False,5961
10580,True,False,False,5960
10581,True,False,True,5960
10582,True,False,True,5960
10583,True,False,True,5960
10584,True,False,True,5960
10585,True,True,True,5960
10586,True,False,True,5959
10587,True,False,False,5958
10588,True,False,False,5958
10589,True,False,False,5958
10590,True,False,False,5958
10591,True,False,False,5958
10592,True,False,False,5958
10593,True,True,True,5958
10594,True,False,True,5957
10595,True,False,False,5956
10596,True,False,False,5956
10597,True,False,False,5956
10598,True,False,False,5956
10599,True,False,False,5956
10600,True,False,False,5956
10601,True,True,False,5956
10602,True,True,False,5956
10603,True,True,False,5956
10604,True,True,True,5956
10605,True,True,False,5955
10606,True,True,False,5955
10607,True,True,False,5955
10608,True,True,False,5955
10609,True,True,False,5955
10610,True,True,False,5955
10611,True,True,True,5955
10612,True,True,False,5954
10613,False,True,False,5953
10614,False,True,True,5953
10615,False,True,False,5952
10616,False,True,False,5952
10617,False,True,False,5952
10618,False,True,False,5952
10619,False,True,False,5952
10620,False,True,True,5952
10621,False,True,False,5951
10622,True,True,False,5951
10623,True,True,True,5951
10624,True,True,False,5950
10625,True,False,False,5949
10626,True,False,False,5949
10627,True,False,False,5949
10628,True,False,False,5949
10629,True,True,False,5949
10630,True,True,False,5949
10631,True,True,False,5949
10632,True,True,True,5949
10633,True,True,False,5948
10634,True,False,False,5947
10635,False,False,True,5946
10636,False,False,False,5945
10637,False,False,False,5945
10638,False,False,False,5945
10639,True,False,False,5945
10640,False,False,False,5944
10641,False,False,False,5944
10642,False,False,False,5944
10643,False,True,False,5944
10644,False,True,False,5944
10645,True,True,True,5944
10646,True,True,False,5943
10647,True,False,False,5942
10648,True,False,False,5942
10649,True,False,False,5942
10650,True,False,False,5942
10651,True,False,True,5942
10652,True,False,True,5942
10653,True,False,True,5942
10654,True,False,True,5942
10655,True,True,True,5942
10656,True,False,True,5941
10657,True,False,True,5941
10658,True,False,True,5941
10659,True,False,True,5941
10660,True,False,True,5941
10661,True,False,True,5941
10662,True,True,True,5941
10663,True,False,True,5940
10664,True,False,True,5940
10665,True,False,True,5940
10666,True,True,True,5940
10667,True,False,True,5939
10668,False,True,True,5938
10669,True,False,True,5937
10670,True,False,True,5937
10671,True,False,True,5937
10672,True,False,True,5937
10673,True,False,True,5937
10674,True,True,True,5937
10675,True,False,True,5936
10676,True,True,True,5936
10677,True,False,True,5935
10678,False,False,True,5934
10679,False,False,True,5934
10680,False,True,True,5934
10681,False,True,True,5934
10682,False,True,True,5934
10683,False,True,True,5934
10684,False,True,True,5934
10685,True,True,True,5934
10686,False,True,True,5933
10687,False,True,True,5933
10688,False,True,True,5933
10689,True,True,True,5933
10690,False,True,True,5932
10691,False,True,True,5932
10692,False,True,True,5932
10693,True,True,True,5932
10694,False,True,True,5931
10695,False,True,False,5930
10696,False,False,False,5929
10697,False,False,False,5929
10698,True,False,False,5929
10699,True,True,False,5929
10700,True,True,True,5929
10701,True,True,False,5928
10702,False,True,True,5927
10703,False,True,True,5927
10704,False,True,True,5927
10705,False,True,True,5927
10706,False,True,True,5927
10707,False,True,True,5927
10708,True,True,True,5927
10709,False,True,True,5926
10710,False,True,True,5926
10711,False,True,True,5926
10712,True,True,True,5926
10713,False,True,True,5925
10714,False,False,True,5924
10715,False,False,False,5923
10716,False,False,False,5923
10717,False,False,False,5923
10718,True,False,False,5923
10719,True,False,False,5923
10720,True,False,False,5923
10721,True,False,False,5923
10722,True,True,True,5923
10723,True,True,False,5922
10724,False,True,False,5921
10725,False,True,True,5921
10726,False,True,True,5921
10727,False,True,True,5921
10728,True,True,True,5921
10729,False,True,True,5920
10730,False,True,True,5920
10731,False,True,True,5920
10732,False,True,True,5920
10733,False,True,True,5920
10734,False,True,True,5920
10735,False,True,True,5920
10736,False,True,True,5920
10737,True,True,True,5920
10738,False,True,True,5919
10739,False,False,True,5918
10740,False,False,True,5918
10741,False,False,True,5918
10742,False,False,True,5918
10743,False,False,True,5918
10744,False,False,True,5918
10745,False,False,True,5918
10746,True,False,True,5918
10747,False,False,True,5917
10748,False,True,True,5917
10749,False,False,True,5916
10750,False,False,True,5916
10751,False,False,True,5916
10752,False,False,True,5916
10753,True,False,True,5916
10754,False,False,True,5915
10755,False,False,True,5915
10756,False,True,True,5915
10757,False,False,True,5914
10758,False,False,True,5914
10759,False,True,True,5914
10760,True,True,True,5914
10761,False,True,True,5913
10762,False,True,True,5913
10763,False,True,True,5913
10764,False,True,True,5913
10765,False,True,True,5913
10766,True,True,True,5913
10767,False,True,True,5912
10768,False,False,True,5911
10769,False,True,True,5911
10770,False,False,True,5910
10771,False,False,True,5910
10772,False,False,True,5910
10773,False,False,True,5910
10774,False,True,True,5910
10775,True,True,True,5910
10776,False,True,True,5909
10777,False,False,True,5908
10778,False,False,True,5908
10779,True,False,True,5908
10780,True,False,True,5908
10781,True,False,True,5908
10782,True,False,True,5908
10783,True,True,True,5908
10784,True,False,True,5907
10785,True,False,False,5906
10786,True,False,False,5906
10787,True,False,False,5906
10788,True,False,True,5906
10789,True,False,True,5906
10790,True,True,True,5906
10791,True,False,True,5905
10792,True,False,False,5904
10793,True,False,False,5904
10794,True,True,False,5904
10795,True,True,True,5904
10796,True,True,False,5903
10797,True,False,False,5902
10798,True,False,True,5902
10799,True,False,True,5902
10800,True,False,True,5902
10801,True,True,True,5902
10802,True,False,True,5901
10803,False,False,True,5900
10804,False,False,False,5899
10805,False,False,False,5899
10806,False,False,False,5899
10807,True,True,False,5899
10808,False,True,True,5898
10809,True,True,True,5898
10810,False,True,True,5897
10811,False,False,True,5896
10812,False,False,True,5896
10813,False,False,True,5896
10814,False,False,True,5896
10815,True,False,True,5896
10816,True,False,True,5896
10817,True,True,True,5896
10818,True,False,True,5895
10819,True,False,True,5895
10820,True,True,True,5895
10821,True,False,True,5894
10822,False,False,True,5893
10823,False,False,True,5893
10824,True,False,True,5893
10825,True,False,True,5893
10826,True,False,True,5893
10827,True,False,True,5893
10828,True,False,True,5893
10829,True,True,True,5893
10830,True,False,True,5892
10831,True,False,False,5891
10832,False,False,False,5890
10833,False,False,False,5890
10834,False,True,True,5890
10835,True,True,True,5890
10836,False,True,True,5889
10837,False,True,True,5889
10838,False,True,True,5889
10839,False,True,True,5889
10840,False,True,True,5889
10841,True,True,True,5889
10842,False,True,True,5888
10843,False,True,True,5888
10844,False,True,True,5888
10845,False,True,True,5888
10846,False,True,True,5888
10847,False,True,True,5888
10848,True,True,True,5888
10849,False,True,True,5887
10850,True,True,False,5886
10851,True,True,True,5886
10852,True,True,False,5885
10853,True,True,False,5885
10854,True,True,True,5885
10855,True,True,False,5884
10856,True,True,False,5884
10857,True,True,False,5884
10858,True,True,False,5884
10859,True,True,False,5884
10860,True,True,False,5884
10861,True,True,True,5884
10862,True,True,False,5883
10863,True,True,False,5883
10864,True,True,False,5883
10865,True,True,True,5883
10866,True,True,False,5882
10867,True,True,False,5882
10868,True,True,False,5882
10869,True,True,False,5882
10870,True,True,False,5882
10871,True,True,True,5882
10872,True,True,False,5881
10873,True,True,False,5881
10874,True,True,False,5881
10875,True,True,False,5881
10876,True,True,True,5881
10877,True,True,False,5880
10878,True,True,False,5880
10879,True,True,True,5880
10880,True,True,False,5879
10881,False,True,False,5878
10882,False,False,False,5877
10883,False,False,False,5877
10884,False,False,False,5877
10885,False,False,False,5877
10886,False,True,True,5877
10887,False,True,False,5876
10888,False,True,True,5876
10889,True,True,False,5875
10890,True,True,False,5875
10891,True,True,False,5875
10892,True,True,False,5875
10893,True,True,True,5875
10894,True,True,False,5874
10895,False,True,False,5873
10896,False,True,False,5873
10897,False,True,False,5873
10898,False,True,False,5873
10899,False,True,False,5873
10900,True,True,True,5873
10901,False,True,True,5872
10902,False,False,True,5871
10903,False,False,True,5871
10904,False,False,True,5871
10905,False,False,True,5871
10906,False,False,True,5871
10907,False,False,True,5871
10908,False,False,True,5871
10909,False,False,True,5871
10910,True,True,True,5871
10911,True,False,True,5870
10912,True,False,False,5869
10913,True,False,False,5869
10914,True,False,False,5869
10915,True,False,False,5869
10916,True,False,True,5869
10917,True,True,False,5868
10918,True,True,True,5868
10919,True,True,False,5867
10920,True,False,True,5866
10921,True,False,True,5866
10922,True,False,True,5866
10923,True,False,True,5866
10924,True,False,True,5866
10925,True,False,True,5866
10926,True,False,True,5866
10927,True,True,True,5866
10928,True,False,True,5865
10929,False,False,True,5864
10930,False,False,True,5864
10931,False,False,True,5864
10932,False,True,True,5864
10933,False,True,True,5864
10934,True,True,True,5864
10935,False,True,True,5863
10936,False,True,False,5862
10937,False,True,False,5862
10938,True,True,True,5862
10939,True,True,False,5861
10940,False,True,False,5860
10941,False,True,False,5860
10942,False,True,False,5860
10943,False,True,False,5860
10944,True,True,False,5860
10945,True,True,True,5860
10946,True,True,False,5859
10947,True,True,True,5859
10948,True,True,False,5858
10949,True,True,True,5858
10950,True,True,False,5857
